820,Malaysia,0.0,1.0,0.0,1.0
830,Singapore,0.0,1.0,0.0,1.0
835,Brunei,0.0,0.0,0.0,0.0
840,Philippines,0.0,1.0,0.0,1.0
850,Indonesia,-0.26392552386644946,0.04935694661196792,-0.18935272352755678,0.16220083037027125
900,Australia,-0.40701109612291153,0.0018514481697825711,-0.5644562511736082,5.868006990842847e-06
910,Papua New Guinea,0.0,1.0,0.0,1.0
920,New Zealand,0.0,1.0,0.0,1.0
935,Vanuatu,0.0,1.0,0.0,1.0
940,Solomon Islands,0.0,1.0,0.0,1.0
946,Kiribati,0.0,1.0,0.0,1.0
947,Tuvalu,0.0,1.0,0.0,1.0
950,Fiji,0.0,1.0,0.0,1.0
955,Tonga,0.0,1.0,0.0,1.0
970,Nauru,0.0,1.0,0.0,1.0
983,Marshall Islands,0.0,1.0,0.0,1.0
986,Palau,0.0,1.0,0.0,1.0
987,Federated States of Micronesia,0.0,1.0,0.0,1.0
990,Samoa,0.0,1.0,0.0,1.0
